Wall time,Step,Value
1578570397.0469952,42,0.06622783839702606
1578570397.6511488,45,0.04602600634098053
1578570402.9103274,71,0.023067476227879524
1578570407.432581,94,0.03921820968389511
1578570422.135214,167,0.018281828612089157
1578570434.784141,229,0.017333045601844788
1578570435.7885513,234,0.011147143319249153
1578570440.1145718,255,0.009741174057126045
1578570444.6239786,273,0.010851570405066013
1578570456.923382,308,0.01647871360182762
1578570457.3261402,310,0.016637664288282394
1578570459.008682,318,0.012953265570104122
1578570490.0604992,474,0.010198230855166912
1578570502.5017693,536,0.008281840942800045
1578570515.6784098,579,0.010199163109064102
1578570517.1376576,586,0.007196106947958469
1578570527.367126,634,0.005343407392501831
1578570529.90377,647,0.0034154977183789015
1578570543.4767036,714,0.009559055790305138
1578570545.031785,722,0.005010456312447786
1578570558.3073666,785,0.0037530153058469296
1578570561.7144814,802,0.004086123313754797
1578570562.8919904,808,0.004703237675130367
1578570573.3353398,836,0.0037693651393055916
1578570600.5462637,971,0.005137945059686899
1578570609.1597698,1014,0.0028700102120637894
1578570619.2743726,1066,0.0028582587838172913
1578570631.6870205,1104,0.0023023143876343966
1578570646.7221298,1180,0.0018407389288768172
1578570662.4880807,1261,0.0012242391239851713
1578570673.4812477,1316,0.0026116168592125177
1578570674.112183,1319,0.001651268219575286
1578570676.8791065,1333,0.0033239831682294607
1578570677.7356663,1337,0.003873249515891075
1578570692.0908895,1385,0.001410620054230094
1578570693.4324722,1392,0.003338291309773922
1578570702.2621522,1436,0.002024491783231497
1578570708.1677492,1466,0.0029271573293954134
1578570719.4558184,1523,0.0023793824948370457
1578570725.2068813,1552,0.001775436452589929
1578570731.7676265,1584,0.0026307222433388233
1578570758.21632,1691,0.0015825284644961357
1578570766.809353,1734,0.00288193067535758
1578570767.4255626,1737,0.0016763417515903711
1578570788.6120312,1844,0.003417894011363387
1578570793.1313608,1866,0.0030889343470335007
1578570795.325246,1877,0.0031174402683973312
1578570803.3273485,1917,0.002480236114934087
1578570814.23941,1947,0.002495202701538801
1578570832.024958,2036,0.002074628137052059
1578570843.7712393,2096,0.00242215464822948
1578570862.0015354,2187,0.0008339142659679055
1578570869.3714988,2199,0.00145843462087214
1578570875.746721,2231,0.0010777139104902744
1578570882.1699715,2262,0.0021914488170295954
1578570891.2509243,2307,0.002443077741190791
