Wall time,Step,Value
1579223045.3109276,42,0.05999363213777542
1579223059.4726224,94,0.019977156072854996
1579223079.515138,167,0.033200010657310486
1579223105.0942597,229,0.022130601108074188
1579223106.4737682,234,0.035583388060331345
1579223117.254161,273,0.026515040546655655
1579223126.9186225,308,0.025254571810364723
1579223127.469773,310,0.029590606689453125
1579223129.7084754,318,0.02389143779873848
1579223178.947891,474,0.0184340700507164
1579223196.1262798,536,0.023353178054094315
1579223208.0083609,579,0.020296452566981316
1579223209.9467466,586,0.015520689077675343
1579223228.8529103,634,0.013873634859919548
1579223232.4492812,647,0.01729150302708149
1579223250.987508,714,0.01577214151620865
1579223253.1809645,722,0.017827894538640976
1579223277.0534031,808,0.01090916246175766
1579223339.7467165,1014,0.01750851422548294
1579223360.0444367,1066,0.022189712151885033
1579223370.6476586,1104,0.01527430210262537
1579223434.8118963,1316,0.01033029519021511
1579223435.6469061,1319,0.011709589511156082
1579223439.496229,1333,0.012601778842508793
1579223440.5919235,1337,0.017675204202532768
1579223453.7626698,1385,0.009181283414363861
1579223455.681922,1392,0.011797692626714706
1579223467.8844411,1436,0.017099151387810707
1579223505.4936674,1552,0.01522064208984375
1579223549.831914,1691,0.0076415687799453735
1579223561.5978184,1734,0.005658992566168308
1579223562.425782,1737,0.009614353068172932
1579223606.58841,1877,0.02066151052713394
1579223617.5467012,1917,0.012719100341200829
1579223650.2832468,2036,0.016285140067338943
1579223672.6474361,2096,0.014158760197460651
1579223700.977696,2199,0.005930870771408081
1579223718.230105,2262,0.00935439020395279
1579223736.2546237,2307,0.019968533888459206
1579223758.69103,2389,0.017975620925426483
1579223771.5603998,2436,0.008716173470020294
1579223790.755253,2485,0.006494771223515272
1579223791.0305176,2486,0.012854589149355888
1579223794.3293746,2498,0.0064804088324308395
1579223803.627058,2532,0.008391744457185268
1579223845.63715,2685,0.009066268801689148
1579223866.4291165,2740,0.013770506717264652
1579223934.3291013,2967,0.0167345330119133
1579223953.7277346,3038,0.015380744822323322
1579224012.1664474,3230,0.011385228484869003
1579224016.544632,3246,0.009584181010723114
1579224032.6626093,3305,0.015684522688388824
1579224129.343832,3618,0.007010581903159618
1579224129.8981457,3620,0.015580256469547749
1579224143.6051428,3670,0.005492739845067263
1579224168.782832,3741,0.017943885177373886
1579224188.7532058,3814,0.008940385654568672
1579224190.658157,3821,0.005973415914922953
1579224219.998593,3928,0.010935213416814804
1579224233.3383014,3956,0.010959644801914692
1579224255.3469849,4036,0.008585266768932343
1579224304.41018,4196,0.010014071129262447
1579224337.5758922,4317,0.007822800427675247
1579224365.9639175,4400,0.013568874448537827
1579224391.225698,4492,0.021473851054906845
1579224395.8683496,4509,0.004884583875536919
1579224445.0661867,4668,0.01582367531955242
1579224447.2480245,4676,0.01247743982821703
1579224483.5749934,4788,0.01008705422282219
1579224539.3693647,4971,0.0066938516683876514
1579224576.4406486,5106,0.009739724919199944
1579224584.098312,5134,0.0065561383962631226
1579224647.871274,5345,0.008710148744285107
1579224651.6962826,5359,0.010079847648739815
1579224709.5369568,5549,0.005030500702559948
1579224751.0990653,5679,0.006665038876235485
1579224763.1451223,5723,0.008311236277222633
1579224792.07958,5808,0.006738482043147087
1579224807.375991,5864,0.004602143075317144
1579224809.2902331,5871,0.005983504466712475
1579224819.1279705,5907,0.005516508594155312
1579224841.8390357,5990,0.004796180874109268
1579224905.4121861,6200,0.007693219929933548
1579224916.1081524,6219,0.006059201434254646
1579224935.3422587,6289,0.007839941419661045
1579225019.0795233,6574,0.006303987931460142
1579225026.979836,6603,0.006746077444404364
1579225059.15616,6699,0.004404831677675247
1579225062.4529035,6711,0.00742078572511673
1579225107.4766681,6854,0.007663126103579998
1579225138.1951394,6966,0.006646115332841873
1579225184.107526,7114,0.005743988789618015
1579225195.323309,7155,0.006171074230223894
1579225263.0522406,7382,0.0037820921279489994
1579225290.0150836,7460,0.0071329292841255665
1579225290.8257701,7463,0.004436827264726162
1579225294.936275,7478,0.007250190246850252
1579225303.9945204,7511,0.004865090362727642
1579225385.4183779,7788,0.005290312226861715
1579225388.14592,7798,0.010158291086554527
1579225397.7971332,7833,0.00454638572409749
1579225446.7695827,7991,0.004811879713088274
1579225467.290175,8066,0.0034455046989023685
1579225504.113684,8180,0.0038611828349530697
1579225515.3153512,8221,0.004141249228268862
1579225559.494487,8363,0.006187569350004196
1579225563.3128002,8377,0.007554914802312851
1579225602.1183953,8498,0.0060215722769498825
1579225604.8447223,8508,0.0029809479601681232
1579225630.393463,8601,0.005978496745228767
1579225712.0936825,8878,0.006684276275336742
1579225731.196269,8928,0.005235725548118353
1579225733.106186,8935,0.0033741104416549206
1579225748.9745123,8993,0.004199473187327385
1579225827.763095,9260,0.0037228758446872234
1579225890.5110903,9468,0.0032881898805499077
1579225919.6438491,9554,0.004420167300850153
1579225923.1813502,9567,0.0023294207639992237
1579225954.1970959,9680,0.004724298138171434
1579225959.1096961,9698,0.005379272159188986
1579226004.6484172,9843,0.00346101401373744
1579226022.1716576,9907,0.003565104678273201
1579226135.0171256,10276,0.004376482218503952
1579226136.9244955,10283,0.004903465509414673
1579226174.5248811,10399,0.004497911315411329
1579226196.5076864,10479,0.0042496961541473866
1579226208.262247,10522,0.0029528853483498096
1579226237.1989172,10607,0.006208955775946379
1579226278.1780257,10757,0.0037646351847797632
1579226278.4428096,10758,0.0033409097231924534
1579226290.2908576,10780,0.0026402692310512066
1579226309.4408245,10850,0.0029336614534258842
1579226323.787252,10902,0.0017681480385363102
1579226324.6036487,10905,0.004257925786077976
1579226334.9979677,10943,0.0050987498834729195
1579226341.3081353,10966,0.00414116308093071
1579226349.2244942,10974,0.0032893908210098743
1579226361.8107207,11020,0.0030779337976127863
1579226384.4140959,11102,0.003779530990868807
1579226389.6122227,11121,0.002805438358336687
1579226482.5206258,11419,0.003167911432683468
1579226497.0417423,11472,0.004005042836070061
1579226502.498363,11492,0.0033134417608380318
1579226511.0715024,11523,0.0030051732901483774
1579226513.5366,11532,0.004804498981684446
1579226522.832472,11566,0.002405854407697916
1579226561.1720352,11685,0.002420033561065793
1579226581.4273753,11759,0.002202968578785658
1579226644.3932064,11969,0.0034224651753902435
