Wall time,Step,Value
1578570397.0471563,42,0.05133412778377533
1578570397.6513095,45,0.04190710559487343
1578570402.9104586,71,0.03407861292362213
1578570407.4327586,94,0.08208589255809784
1578570422.1353776,167,0.02001339942216873
1578570434.7843156,229,0.02649439126253128
1578570435.7887049,234,0.02192055620253086
1578570440.1147425,255,0.01719287782907486
1578570444.624137,273,0.019162803888320923
1578570456.9235477,308,0.020732905715703964
1578570457.3263183,310,0.02185639552772045
1578570459.008849,318,0.02078273892402649
1578570490.0606668,474,0.008462874218821526
1578570502.5019376,536,0.00927664339542389
1578570515.6786113,579,0.006519017741084099
1578570517.1378293,586,0.01575552113354206
1578570527.367299,634,0.004609346389770508
1578570529.9040573,647,0.008226504549384117
1578570543.4768753,714,0.00898235198110342
1578570545.0319583,722,0.007789405062794685
1578570558.30758,785,0.014336975291371346
1578570561.714632,802,0.006710090674459934
1578570562.8921506,808,0.006503482349216938
1578570573.3355107,836,0.007264794781804085
1578570600.546431,971,0.014221793971955776
1578570609.159939,1014,0.005931575782597065
1578570619.2745352,1066,0.0034087675157934427
1578570631.6871665,1104,0.005253061652183533
1578570646.7223024,1180,0.0035685915499925613
1578570662.4882514,1261,0.003710166085511446
1578570673.4814174,1316,0.003876842325553298
1578570674.1123378,1319,0.004351647570729256
1578570676.8792334,1333,0.0037825112231075764
1578570677.735839,1337,0.003269131761044264
1578570692.0911403,1385,0.002532116137444973
1578570693.4326334,1392,0.002374534960836172
1578570702.2623417,1436,0.002855101600289345
1578570708.1679058,1466,0.002643648302182555
1578570719.4559894,1523,0.0023888549767434597
1578570725.2070107,1552,0.0018853559158742428
1578570731.76779,1584,0.0017147018807008862
1578570758.2164986,1691,0.0034693945199251175
1578570766.8095257,1734,0.002480040770024061
1578570767.4257357,1737,0.0016755203250795603
1578570788.6122022,1844,0.0028601149097085
1578570793.1315386,1866,0.004662425257265568
1578570795.325372,1877,0.0021682733204215765
1578570803.3275292,1917,0.002197406953200698
1578570814.2395885,1947,0.0016019369941204786
1578570832.0251217,2036,0.002399367978796363
1578570843.771404,2096,0.004210013896226883
1578570862.0017083,2187,0.0017341517377644777
1578570869.3716655,2199,0.0015085352351889014
1578570875.7469497,2231,0.001555226044729352
1578570882.1701524,2262,0.00209173746407032
1578570891.2510927,2307,0.0012788798194378614
1578570907.6564033,2389,0.0014182899612933397
1578570917.201715,2436,0.001555797876790166
1578570920.6072824,2453,0.001081816735677421
1578570920.9964898,2455,0.001024765893816948
1578570921.8850968,2460,0.0015503668691962957
1578570931.8198786,2485,0.0018955528503283858
1578570931.9769263,2486,0.002071206457912922
1578570934.5516264,2498,0.0016184044070541859
1578570935.5913591,2503,0.0015525039052590728
1578570941.3237278,2532,0.0013069126289337873
1578570972.4593217,2685,0.0027655218727886677
1578570988.567088,2740,0.002308549825102091
1578571034.4492795,2967,0.0019245644798502326
1578571053.6096625,3038,0.0012760222889482975
1578571054.167499,3041,0.0010313547682017088
1578571078.6875715,3161,0.0019228742457926273
1578571093.2534575,3230,0.0014746439410373569
